carnum,ft1,lt1,ft2,lt2,ft4,lt4
’„G79A7A18E7EC8D827CA76A834359BFA99,5,17,6,17,6.0,18.0
’„G2933ECAD78017A7C28771658C1A2772D,7,17,8,17,7.0,7.0
’„G8B941426B34598D729C736A6B169844B,7,12,8,16,7.0,17.0
’„G623F4BF6FC2DBE6697FA8D131AE3EBF6,7,17,7,18,7.0,16.0
’„ADE6A33AA8457CDDABE6ADAA6AF2ADE68,8,13,8,13,,
’„GE4F0F48725E3E995EC8AD2E9ABFF440E,8,18,7,17,8.0,17.0
’„GCCA16E2440C7A6747EF4553CB56521FA,7,17,7,17,,
’„GAAD6D5D66445D26A1701F9FAEB1348DB,7,17,7,18,7.0,18.0
’„G83BA1BBD81A27A65F1C221C171A37C5F,7,17,8,17,16.0,16.0
’„GD9331C7409EA58D3D1AF641D5C5621C4,6,17,8,18,6.0,17.0
’„GEC5B881CD2AE804C7690E4CFBFACA0FD,7,17,7,17,7.0,8.0
’„G2875EBD234BB764CE81C86D6D00AF45D,7,17,7,17,7.0,22.0
’„GA87EC39D206045B9DC340D66CA063A86,2,19,3,6,3.0,17.0
’„GDFDAC7F545FF14BE0C84C9AFE3890E6B,6,17,7,17,10.0,17.0
’„G74C5A392D0708BB06176B241A6D6F362,7,19,8,17,7.0,18.0
’„G67790301676C844BD6FC4CBDA7ABFD12,7,8,7,17,7.0,19.0
’„G0C8FCC068DC417F8018BC5902F996C87,7,14,7,17,9.0,9.0
’„G5A5B5925C8C1EE63A1A01751020826EF,9,16,10,17,8.0,19.0
’„GE5C5ECCE4257801399E5ED7BCA8142D2,7,10,10,18,11.0,21.0
’„GB487D097A38B8EB0C2AA2FF99B99DA41,7,17,7,13,7.0,17.0
’„GE45E0F8A11A4711C8065130CBA668F34,7,17,7,16,6.0,18.0
’„G430C0FD95FB359832A556B88C709038A,7,20,8,18,7.0,8.0
’„GCE0D639E42C81CCCBE86351177807074,7,8,7,13,,
’„G7A8F91E711026B336668A9AC5D1C5F1E,7,17,7,18,,
’„G130EDC7FEB8CB28A6A49677A2391B39D,7,17,7,11,7.0,9.0
’„GA443235E9066C79B46FC805D33664E46,7,18,7,17,7.0,17.0
’„G848A021E3E06CF3C693C615678BC2069,7,17,8,17,,
’„G9C88F42E28057B2131A0F9E0ACC19D95,7,19,7,17,,
’„G16F26B6F271EB2DBA4A4263156AE1C5E,7,18,7,17,7.0,7.0
’„G2487B885EDF074A228259FC6A2258051,7,17,7,9,7.0,7.0
’„G1FE51743E93712D8F5DCD52C2E941529,6,17,6,17,6.0,17.0
’„G0348B4F7A4EA24E7585C27343358FD7F,7,17,8,17,7.0,18.0
’„GFF137353CA2BE54420118DB890B5D921,8,10,7,17,,
’„G098FF7EBF90574C052832B96E934666E,7,17,7,17,7.0,11.0
’„G87B3AFCFC7758628453B37870B4BADCF,7,17,16,16,,
’„G16792C677AA27B4D91CFAD5A5D6D8534,7,18,7,17,7.0,17.0
’„G0CB87DE272FC1C0B7F6A840ACCD27254,7,18,8,17,7.0,18.0
’„G6447B685878ADA1A820A533D1A43FC65,8,23,7,17,7.0,19.0
’„G73982CEC89216574200A7E1FCECAFC5F,8,16,11,15,6.0,17.0
’„G8B956D645BD8123BFBB82FC95353938F,8,19,8,17,7.0,17.0
’„GC28FA51184EA4964AF6D2618828CDF75,11,18,9,20,10.0,20.0
’„GC71B016A6F14328A72B0DD4B55B503F3,7,19,8,8,7.0,18.0
’„D16B544C5A8C7CD28BFEF4C91FC9C5D17,9,19,9,18,10.0,14.0
’„G01FF25FB2CD72F7DCD2993F02A8B4E99,9,19,11,14,5.0,20.0
’„G062A4B15B59E42F5A412D15BC48255A6,7,17,7,16,6.0,6.0
’„G07DE18966FABE6FEC3FADDC5909318A8,7,19,7,18,7.0,18.0
’„G107986D31F15C358C8885043AC13E300,7,20,9,10,6.0,20.0
’„G119B236FB32040C2335D23B434D65C06,9,21,8,18,8.0,14.0
’„G1B5F90889954DC9F5EB60EC497D3F6F5,6,19,5,21,7.0,23.0
’„G21049775E13E62C3E03C1E8F38068608,8,14,12,12,7.0,11.0
’„G25B20FBE116F18453FE9F7315BF5510E,13,21,12,16,,
’„G2E74F7C6BF5AE027EF0B88101E2D1491,8,19,9,10,8.0,19.0
’„G4AAD9F37DA0FF4761BC47E85E6E8AA8B,8,16,8,8,,
’„G5A4AAD1ECDE5409098718984F0BE723F,7,7,7,8,,
’„G678C0585195096F771D5203C332C1D4F,8,22,8,16,8.0,18.0
’„G68D5DFF66CB7B70E0ACE1E9B155CB88D,6,18,7,16,7.0,21.0
’„G72BD37E11D9207D35614FF58BCD02842,8,13,8,17,7.0,17.0
’„G769967FFC573E22BECE0E750753925F2,7,17,7,15,6.0,17.0
’„G7B14BF18D8613BC11BE240AC2637C6D2,8,11,8,8,,
’„G7D7F5B0F63ADCC28AD20EEE4594A1AF0,5,18,4,16,4.0,4.0
’„G954B9B43A56A578A653E7094F1EE9311,9,21,13,15,8.0,21.0
’„GCBB608CA96054AD2AF5760BE61A47611,7,19,7,17,7.0,18.0
’„GCDE5E74EB34C35A58E511C8AB0107E80,7,7,7,18,,
’„GCFC557E96748FA33DC7E37F3A527094B,6,17,6,18,6.0,9.0
’„GE0945ED4B95E32D5CC4B94BA79FBCDA2,7,20,12,20,9.0,21.0
’„GE88DA330C08E492ADB3417DCBE843921,6,20,6,15,19.0,21.0
’„GF0CE7205C0B8069E2A0899490AAEC38D,7,18,7,18,7.0,17.0
’„GF4DD7D674409C3B49AA31D09401D1697,7,22,6,17,8.0,22.0
’„G9E4650AABEBEA44AA1D6333D5E6848D1,10,18,7,17,6.0,20.0
’„G4AA63A22D57494DE3B5BD690B37F360A,7,15,8,18,7.0,18.0
’„G857216BC9A7D7DE830116469DC0B3160,5,13,5,10,5.0,9.0
’„G0B982D70473C362515173223D5083580,5,18,6,7,16.0,16.0
’„G820EAF5A4B73E800531514FC6DAB972F,6,20,7,18,,
’„G83AF9B4E01B57E64EB4E0211FCF0D817,7,19,12,17,9.0,16.0
’„G5FC100F20FF1A426D02BD35E902ADEEC,6,16,7,17,6.0,17.0
’„G930E180162BCC55E6C7930EAE30AE7C4,7,18,7,16,7.0,18.0
’„G007FB5F5C1EF897B6C652619DCB8D5DF,6,17,7,17,6.0,18.0
’„G0E6BCA5372E605F5371FD3E85B04A4E3,8,20,7,16,7.0,21.0
’„G5F20B3BC5EDFFF52F99E92C9FD3DB006,7,16,7,16,7.0,13.0
’„G720726E101C0B0D7FEEF1EA546CB81AE,7,18,7,17,,
’„GA651B97617C29D6113E9B8118187B10B,7,18,7,18,,
’„GA7A0CF7471F1810E682E9F9D16315B1A,8,17,8,17,7.0,18.0
’„GB1E968269474FA4FD2936942625826B2,8,19,8,17,8.0,17.0
’„GD0852FFFB66B86170FCA655991180579,7,22,2,2,15.0,21.0
’„GD3F27849F70AFC1545EE995530B48E3D,7,8,8,17,7.0,7.0
’„GE3F1F3BFE2072B650C78D57627B6D72E,7,16,6,16,16.0,17.0
’„GE73EAB22DB634835178618A66394FC78,7,17,7,17,7.0,18.0
’„GE86BA133C0B57CC4B7AE9DB63BFDE44E,8,18,8,8,,
ÕÓAB296F445BBD2CCEA45B0AFA847948786,12,18,12,18,11.0,21.0
’„G1B40F0BEA6716BC33F6B13E92D1651B6,8,17,8,9,5.0,17.0
’„G2000234D9B540526E14F5B0F9EE91FC3,6,16,13,15,7.0,17.0
’„G4E47CE202E60E0C6D35CF580B2F138B6,11,15,5,8,8.0,21.0
’„G59D1A65029989CF3DBA808BC83375884,7,7,7,7,7.0,7.0
’„G738F856E25F3E1E310BA869476D4BB68,7,21,7,16,7.0,17.0
’„G7CB07EE9BD3E950A9B16301BAAE614A5,7,18,8,10,7.0,16.0
’„G7FFA83F427F9AA5C0C79AD7770F3C9B7,7,7,8,8,,
’„G8AEBE65342C3B077D7B4CAF68D48BE21,6,18,6,16,5.0,8.0
’„GA69BFB88CF30B68F2826153D6A7FC6F6,6,6,7,7,7.0,18.0
’„GA89A0F67849BFFE2F73760472FF1FF85,9,18,12,15,,
’„GA9D402AEFF1E3B5DB6F9522BAB8D66D3,7,16,7,16,7.0,16.0
’„GB8AAAF08273FD60944FFCA93E11346FE,6,17,7,21,7.0,20.0
’„GDD08C991E32D785B29CC1114A0D50D65,7,20,9,16,,
’„GEFAA80E85D66B046B7D050E05062772B,8,22,8,9,,
’„GF6A4E7EDDB08B707A2A0F07DDDDB2D47,6,18,6,18,,
’„GFE58FE6457451C23733682E198373092,7,17,8,17,,
’„GBD0DFDA13A040DCF90B494316103D5B2,18,19,18,18,8.0,10.0
ºΩBB18A079A18DE3E8B49095853E331A219,7,17,16,17,,
’„G621A659C43447D9971C563AD7AB29277,6,20,7,17,6.0,17.0
’„G653BB08992BDD8C17D2314DB80BB578A,7,17,17,17,7.0,18.0
’„G83E90F5519D276A470E50AEF5C96E658,6,15,7,7,,
’„GD018B2B535AC5AC4C83F7C46E24BF0F1,8,8,8,16,8.0,8.0
’„GD64668751D757E1D5395D3CD5428C339,12,14,8,10,6.0,21.0
’„GD294C927CC16D34AB29A66DB9ECC2315,8,16,8,16,7.0,17.0
’„G37BCAE59232C58363948E43A7736BFE8,9,17,13,18,,
’„G7717BA08AFAB3B3EA6D9B94A1CD5C37E,7,17,7,16,7.0,16.0
’„G4C5258DDC66ABEB7FBCFD48E360463A1,8,16,8,16,7.0,17.0
’„G4A36920332FB720884BD28A82649018F,6,22,6,22,6.0,21.0
’„G0A68929FBDF9381FA7469181201E030B,6,22,7,22,7.0,22.0
’„GDE862C86AAAE5A194CE3B39D0CFED2D8,8,16,7,16,,
’„GADF7A54F3B25E299C1B91126CDCC16CB,12,19,14,17,15.0,17.0
’„G2F998F68FE24F673A0C62E7178099477,8,17,9,19,8.0,18.0
’„GE6EF65D1BD7D6BC4F56F467639F612E6,5,18,6,16,4.0,18.0
’„G71966037A8DD22E49A033E595F891BC5,7,21,7,17,6.0,20.0
’„G8B6CCCBB3DB6B5AD7D1E3C5D7910FA78,8,20,8,19,8.0,22.0
’„GE4A4B7DA572E3CA1A4AE32253F7DF9E3,7,18,7,17,6.0,17.0
’„G961C352A744D0A2EF086FA92CB9344DB,6,18,7,7,6.0,17.0
’„G3E59983F4808AD75D195BA91BDC266C0,8,20,9,16,9.0,15.0
’„G5E493F5C247340A7ED6E0CA77877876B,6,8,7,17,6.0,15.0
’„GDDF802F07FB2C54842892FED2E840CCE,8,17,7,17,7.0,17.0
’„GE40927CA6210EC1D096778A244B18363,7,18,7,17,7.0,18.0
’„G3751F0E2956ED89209809F3AD9BE9A97,7,9,7,8,,
’„G1A8780DA59BCAFB158ADBBEECB889C82,7,18,7,17,7.0,17.0
’„G73B5D8C6B0322BB6574F188DD0DC4352,6,21,6,21,6.0,22.0
’„G994E8E8CB7FD04AB3110E9F2B5510A2D,6,19,7,17,,
’„GAA7389C8F061052B4EFE95E753AE4DE3,7,18,6,17,8.0,17.0
ÕÓL0020C6D7FFCC44CCFC281C4D5FCF9F51,8,23,9,9,9.0,21.0
’„G3D1D3AD8A86B794EDFBCFC91FD65BA88,7,13,7,16,6.0,20.0
’„G0EEADF35184A33A8C8BC948F1CA0967E,7,11,7,16,,
’„G28C93B8F00B56B05481964179F31FBD5,7,17,8,15,7.0,16.0
’„G2BF6164B99F6B2B798063144DFF819E6,6,22,11,19,11.0,22.0
’„A124C5CD307C7029D9AE5A1B7DEFD81BB,13,22,11,17,,
’„G97E5C704424B36EA20F1AE042E58E2E7,7,7,8,15,,
’„G5BE6B526FA51D221BE53B0378EE476D2,9,20,8,18,8.0,8.0
’„G20923D8FBEBE6352359EFA6147C9C2B8,0,6,4,21,3.0,13.0
’„G4F35BDDB38A251B89464924140B37140,7,20,7,18,7.0,20.0
’„GB378A9A703F8E05E0CFF62A34ACF94AF,8,17,8,16,,
’„GB4C106942FDB89AC2C0732DF24562148,4,6,6,7,,
’„GF14155210C0E9D55EEB5220DE7B36870,7,20,8,17,6.0,18.0
’„GE33EA803458859E4748B12D4704DB0C9,12,18,10,15,9.0,17.0
’„G9AE883564D0732F7DABB4997BD5FB586,8,19,9,17,8.0,20.0
’„G60BDBFF765A6D1EF1AEAC0729065D5D5,6,21,6,20,6.0,18.0
’„G674B6D736BDD57FBAA460948D7A8DDA8,6,17,7,17,6.0,17.0
’„GD1EE708B8A26205278548B0C60D6E0E5,7,19,8,19,6.0,21.0
’„GE8036998AFEC43B1CCA2BB417C6C00CB,7,18,8,17,,
’„DB127F06B681D045E44C5EF052B3E8E79,9,17,9,15,9.0,17.0
’„GCEAFFADFA1327C6F94EBB504495B01EE,6,21,6,19,6.0,21.0
’„G096ADED4929A83EE3ED120CC37BBBCA2,8,16,8,17,8.0,18.0
’„G0EC5C2A6B835BFD8803FB0BD4B6AD012,9,16,12,17,9.0,20.0
’„G22E941AF56337DFB6D35D7F9C27D0CA8,8,17,8,17,8.0,18.0
’„G2B4028E10A8530F44DAA72E9A7FD767E,0,8,7,19,,
’„G7245D4B7D39822685B37E394A3E67058,7,17,7,17,7.0,12.0
’„GB93E1DDDD77541C97EE0B777AF7D7B36,7,16,7,18,7.0,18.0
’„G828824C71C67CDA3C03E2093FAA96551,8,16,8,16,7.0,14.0
’„GA9060DAD086E3D18767F5FA645179C71,8,17,8,16,8.0,18.0
’„G6ED68D89C58E1B7560B20F0F0101AFA0,7,17,8,17,13.0,17.0
’„GE7B0B34AC1290F79447E8FF03C356605,7,8,8,17,7.0,17.0
’„G72680A7F0B86C646784294620A8E711D,7,18,8,19,7.0,19.0
’„GCD4F9A39B3B06273B792E2ECB86D9725,7,15,7,13,7.0,15.0
’„GABB2AB71D215B776FDB8B67ED760CD49,7,16,7,18,,
’„GE4843624AE5EC2C0C9D8AB2B0F2E8CF2,7,18,7,17,17.0,20.0
’„G705E72C7A12A9EF9625349485A73CFEF,8,11,7,13,,
’„A5C8298164063CD33C5FB9A9DF14C3E0B,8,21,8,18,,
∏”EA1D2A16BE46A70E9E122AF478AA869F5,8,19,8,17,8.0,19.0
’„G1F0C60C6BE1A53CA55A3AE93ABAFB035,7,17,7,21,7.0,18.0
’„G7A25142A5D364EB1110F612BD939FFC8,7,17,8,12,7.0,17.0
’„GEF5010E05CB398D073C1F43787D5CE03,9,14,9,12,,
’„G08059C34E14C2BF93F4A7D805AE4B142,7,15,8,8,7.0,17.0
’„G1E707EDDD485451939945DB80E2E2B1E,9,21,15,22,16.0,20.0
’„G216E5A36858DD3BCF9C15DB480BD3848,7,18,7,19,7.0,20.0
’„G2301D268293307101A9B3441CAC29CB5,7,18,7,17,6.0,17.0
’„G2FC357F4CFF23AC67760C030A761F711,7,14,12,15,4.0,16.0
’„G7E4B78D8012084E2E8C9A59A01A13AB2,7,17,7,7,,
’„G9DECDA048FF77C7ED9B91D551A4140D2,7,17,13,15,7.0,17.0
’„GF48601FAC2D2D0D4281F4BADD987A54E,7,17,11,13,7.0,16.0
’„G27BB5AA246AB550705D2C46CBD1A30B4,7,17,13,16,7.0,13.0
’„G882F9436A2D0F677CCED37A723FA24DE,11,15,21,21,21.0,21.0
’„G937199DC0455937A708E7679469FD5F5,6,8,7,17,,
’„G62080FB0A8FFE158263869D8CAEFFE77,7,17,7,16,7.0,7.0
’„G96E910943CA7A585AF05A6A8021ECB57,7,16,7,7,6.0,6.0
’„GA6F22C4A7416C4D192850840D760149A,7,16,7,20,7.0,17.0
’„G11F61E40F948059E16CA4FFDECC502E4,7,7,8,18,6.0,7.0
’„G203234E7A2A4B79F9CF99B0BC0DC1734,8,8,7,17,,
’„GD337B7AA1E3FEDD01D5B4A0B15DF33F9,7,17,6,16,7.0,17.0
’„GEE865F287EC117331BAB5D504DA733C9,7,16,7,17,7.0,16.0
’„GF7878B27F593BAC9D43338542794290D,8,12,9,17,8.0,18.0
’„G65A2EE83FBAC8E0EC19E958DD321B48E,7,13,7,21,8.0,12.0
’„G174E4D372B081F1BF32CCB706F4DEAAD,8,21,8,17,,
’„GC552669C46768724AC84BBB285E5A5E0,8,18,8,18,,
’„GECB57A1F6E4CCBFA9D6CA00D80B4B82B,6,17,7,11,8.0,18.0
’„G67745A08F336BCC1B064CB438008BE0D,5,8,7,8,,
’„G71B8736D2AD5E8854CFA5ED6975E64B1,7,20,9,16,6.0,16.0
’„G170CB4AA0E3B5A95224763ACF41DA9C6,6,17,7,17,7.0,18.0
’„GC6AAEC69635DC95EDD8BBCC03B7E65A3,8,20,8,18,7.0,21.0
’„G06B9D8F445F20C733EAA1C4851005F35,6,17,9,15,,
À’N568C9B42D10A7D71F8AE200DBD7506F1,6,15,9,15,6.0,20.0
’„GDCBA77D40D4CADF758DBAD6BA619E420,6,16,7,16,5.0,20.0
’„GF74ACFC5228D83BFE97D217EBE0AEA28,7,21,7,19,7.0,19.0
’„G16F684AF58A71579709948E38878E8D0,8,16,6,17,6.0,16.0
’„GFB342F78161F323A6AEBD3A0D3299403,5,19,7,7,,
’„GD4C0DCF2DDADC862C650C5C4147E3504,6,18,13,15,6.0,18.0
’„GF1974DBC3F0BF44ED3118CCC7B4B2857,7,17,8,17,,
’„G1651F29A26A20C0778A932E5FB384D04,7,14,8,10,7.0,13.0
’„G6FD62E86EF3E26C32C052B4717E1C016,7,17,8,17,6.0,18.0
’„GB607ACBBA472762DD2D7ABB3A3F2F607,7,17,7,17,,
∫⁄A72EA6BEC5F00430E1C1BCCBB61BE564D,1,12,14,21,,
’„G0E083CCF969FE553CFA1135719B3FE3F,9,20,9,16,7.0,17.0
’„GBEE54A2D9816B6E3186B111FBB512F6E,7,18,7,17,,
’„G74EB5BDF499CAEAA020D1FCC6CC1C39D,7,18,16,16,7.0,17.0
’„GCB719B7E34732C41E8EC276BBBA52CEB,7,20,7,13,7.0,19.0
’„G5653E98EB52839A5483CF22FBBC94DC6,17,19,14,17,17.0,18.0
’„GC14BCC3405B399EC69CD2CE904FCE9C6,13,16,8,17,7.0,16.0
’„G5C4C7B496F869CF5863AB5F5D55E551F,7,21,8,17,8.0,20.0
’„G5934DE48B83F6920650ECB4BAB1A51C0,7,19,8,15,4.0,16.0
’„G5A9839CFB0252BAF4F73AA6A8B785223,8,18,8,16,,
’„G819DE96070E5026964AF8141761BB88C,7,22,7,17,7.0,18.0
’„A22521A7B5378B60320B2CE40AAC4536E,8,18,8,16,8.0,17.0
’„G5A9FFD38E32BFB9C50AE02B46B9C1C1F,7,17,8,17,7.0,18.0
’„G4F5936F3240C15F58C1E7B9E7740D5D8,7,17,7,17,7.0,17.0
’„G98313A408FF91A252EF3E7385A5062E1,8,16,7,17,16.0,17.0
’„GCEE0CA50F32CC1417BE3A8A0A844B209,7,14,7,17,7.0,20.0
’„G778890DF3DA5BC707902F82CDB1CBE99,7,16,7,17,7.0,17.0
’„G775A4456033C7AA12B0FD0E59BA92A17,7,18,7,18,,
’„GEF461FCBFB09214F08B8D23DEC9B1285,7,17,8,17,8.0,18.0
’„G09E08FC165B04298012C5F4467B304B7,7,17,7,9,,
’„GE6C6D56A540376221E9CF403E5AD0CE0,7,19,7,17,,
’„GB63AD82AA4E8F3926295752094222753,8,11,7,21,7.0,17.0
’„G0BAA1555713AF3D0FFBBCC6A92300B9F,6,17,8,20,6.0,14.0
’„G1E883E5CC6EE11AFE758B0C71DC75038,7,7,8,17,7.0,17.0
’„G20B6FBA45214F0A357B5B23CA72B580B,7,8,7,16,7.0,17.0
’„GD76ED47C8E177FCF1F9A864CFC1CEB1B,7,22,7,13,7.0,18.0
’„GC9004EC883AC724DDC0159A60C092E61,7,16,7,11,,
’„G870D2A7A3F2C864050CFC0069509A93C,7,19,6,16,,
’„G64862D27B8539E42F7979F5388C6D7D4,7,17,7,17,17.0,19.0
’„G95E212FA954F2132F556CFA75A7CF074,7,17,9,16,,
’„G717664C9E18E6002010E7C92BF6A315E,12,18,11,17,,
’„GECD5F2355217E62858FD3AA8B5AA77FA,6,18,7,17,8.0,18.0
’„G0A7F144D42AD77B7AF090FA6B8A4F9EC,7,17,8,17,17.0,18.0
’„G4631A084FFF74885F86B6F72E5C5EAF2,9,17,8,13,9.0,22.0
’„GA29F5F3E7FEE605FFCDB34A85C3ED005,6,19,6,17,17.0,17.0
’„GF5FDC7E5BD96148A44817AD7E03985E4,6,19,7,16,6.0,17.0
’„G3DDA7DB70454891BBF1457A90B5E4149,8,19,8,9,7.0,20.0
’„G51A12166BB924585365C74AC5E8B6B82,7,16,7,15,7.0,16.0
’„GBE8444DFB133D8D8927F248E6C3A4C37,0,22,8,21,,
’„G58EBFA9FA25B7A16BD8EB27E32D69B82,6,17,7,19,6.0,18.0
’„G6F6F11BE4A6462C71DCFFDE4F912AE91,7,10,9,11,6.0,10.0
’„G1A0FA344146E4ACCE43A608A877C66DF,3,20,9,18,3.0,20.0
’„G8C95B2A82409648685816799BCBC14C8,8,17,6,15,8.0,17.0
’„G90415326F72BB7752FA0E405CD513707,8,17,16,17,7.0,18.0
’„GE751426AC11CBF0E7DDB6091662DD9E5,7,21,9,13,7.0,20.0
’„G6FD97818D2D50DEEF53C52B5FCF6E42B,6,16,6,17,,
’„G3096D559EA8A6548A9E6D53415362B3C,6,17,8,17,7.0,16.0
’„G4550D5F956EAF42E5D7656186F962186,7,21,12,13,,
’„G461B5BAF69EFAB9B1340D3FDF92C4641,7,16,8,18,,
’„GB1BBE56090C69D564737CAF50037CACB,6,20,7,16,6.0,6.0
’„GA4295710ED20B48BAFB935AD99D21359,13,16,7,18,8.0,21.0
’„G0B1102971D11D19D76416B3A0BA27726,7,17,8,15,7.0,17.0
’„G1DE726058212C7C32F0928362396F8F9,8,16,8,16,8.0,17.0
’„G713704828939EF0EC7EEB62B56EBE3CE,7,17,7,17,7.0,17.0
’„GE1EF4F0620CD379732CD787DDBC50C65,8,18,8,18,7.0,8.0
’„G242B013C1EBF62A02980830AFB20DEAA,15,17,7,17,7.0,17.0
’„G48798BA4555ED137B07033EC78BA9FB4,7,17,7,9,8.0,18.0
’„G618A955151B6E0772FEF2FDB5708023A,7,18,8,15,7.0,18.0
’„G6C684932F7EF8A68ECC91234FE8F630C,8,18,8,16,,
’„GB1FC4EB86B20C7D63C23903A9E43FDEC,7,16,7,16,7.0,17.0
’„GBEFC0B3D32DCD6515BABC2B72FDD8D0E,8,21,22,22,8.0,22.0
’„GD4CD0B18A4C6D2573A0F8B38CB825072,7,20,7,16,6.0,20.0
’„G63F98C1F66B93DACE66107E0AD505607,8,18,7,16,8.0,18.0
’„GC44B1822E6B05F1D589E2CD47A092D9D,8,17,8,17,8.0,9.0
’„G273E9BEDDCB322A271F4EB323665ACF1,7,17,7,17,,
’„G2EC85C7CCD5AAB2A745373168D16B36B,8,13,12,20,,
’„A1EAB4A7F46F6B42E8B17C28849193540,0,19,16,18,,
’„G2479A9F7C2A05ED968946E5E5F2A0DD5,7,7,7,17,7.0,18.0
’„G38A9BCD3FCE457CD71734A14C024CC5A,7,7,7,7,7.0,8.0
’„GB139E213F1AB02DCB871E53616AC38CD,7,8,15,19,7.0,15.0
’„G932BCC1170FA474183CC7CA3CFB99404,7,16,7,17,6.0,18.0
’„G76EDEDE50A710EAAC75E34BAFDD8F0B7,7,17,7,16,7.0,17.0
’„G8C4E754968935D173FCDF77D9DB73BF5,7,18,7,16,,
’„G880CA8BD85C131A22441FA48CDA31E41,7,18,8,17,12.0,18.0
’„G27B1D0E70D0E88615B8207EF51B66E85,7,16,8,16,8.0,16.0
∏”A63D1764D144BB2389CE45515DBB68BD1,9,16,8,12,6.0,22.0
’„GCFFDE34388CC2CDB85295720E27C1113,7,16,7,16,15.0,16.0
’„GDCA3947D71AB57CE733B9D6DE9306E81,8,18,9,18,8.0,18.0
’„GE613D449746756EC5AB2D86983A5A99C,8,23,7,16,,
’„GFDCE1E1F590304DC0FC9943495CFEE27,8,17,8,16,8.0,18.0
’„G74647890C752D7148E37DC3A6423FA16,8,18,8,18,8.0,19.0
’„G82450FADCA6BF5B35A5A23991E0C3E1C,9,20,7,17,6.0,19.0
’„GF7C0F9B73B6EACF3DE48BFDDBF77A8FA,8,18,8,17,7.0,17.0
’„G6D70E2B2EE5986331104CA5A7A05D702,7,17,8,17,6.0,14.0
’„G2CB6ED399BAFB707E09028E748365879,7,18,6,18,7.0,19.0
’„G4447BAFAB57D23A50E20531E3C5DBD43,9,17,8,17,9.0,17.0
’„GF83593DF85A85C15232BD9F83AC6E9BA,7,22,8,14,7.0,18.0
’„G252EDEC1EFE47C9DB02C00B5483C3C0F,6,21,7,17,5.0,21.0
’„G59D741924DBBCAAAB5136EA4C860F76E,6,17,8,12,6.0,17.0
’„G65E3322BD084DACD68AFC857483C1ECA,8,20,9,12,8.0,16.0
’„G6EE24A34189A85AAC8165935D787A024,7,18,7,16,7.0,21.0
’„G7447280133B2BF5FFCDDD23014DB1694,9,16,8,14,,
’„G7FF08860266AD99B5224FA34E02B4365,12,17,10,13,12.0,21.0
’„G8B48019BAB6D2C2FFBAEED01F7FBF60C,8,21,8,17,8.0,20.0
’„GA6D554811CE33DA3E5213AAA3C8B3DD5,6,17,8,18,6.0,18.0
’„GCE63CF62FCD2E5C567BB29EEC67439C1,7,18,13,20,6.0,17.0
’„GE2535F70ED7F3EDDE65C4BA8A94DB70E,7,17,8,16,8.0,16.0
’„GE85BB4CC9459BE6F17501BEF230CB070,7,21,8,10,,
’„GF4B9B5F027E7AF57E1D58CD092722268,12,18,11,21,14.0,22.0
ÕÓP0DD63EB7CF1098EDD77CD115F619E8D9,6,7,8,8,,
’„G0EC31A4F86C3F618C1B487D8698370A8,8,15,9,15,8.0,13.0
’„G55D81A2A2152D9017BB1DB596FF2E441,7,21,8,17,7.0,8.0
’„G543830E0D2E64B75A2067C742CFA1674,8,18,8,17,7.0,17.0
’„G6F65B32F24AD1D3CFAF98B1F34A7194D,6,18,7,17,6.0,18.0
’„G855BAC16B48388139278D3FA96C02B2D,7,16,7,17,7.0,17.0
’„G88B5B144ED67D64E3D7A15074FCB6D1F,8,14,8,16,7.0,17.0
’„G99D5D8BA2CE5A833BAFB7A41288AE612,7,22,8,14,7.0,22.0
’„GDBF46B166452A27683A68F43159D9961,7,20,7,17,,
’„GDE7F02A4321AB480D054EBF9965A1D83,9,18,11,18,8.0,18.0
’„G5843EBD3A474946021BDDA748D1120E4,7,19,7,16,,
’„G7784EFC956F3787FDE8F5B49CE18D14B,7,17,7,17,7.0,17.0
’„GA950909AF37123E9E91DE7414262A705,6,19,6,17,6.0,18.0
’„GB7BDA39876B42AFC54067B9EF15CA7CA,6,20,7,7,6.0,18.0
’„GE18CE05A48232A840F7B7944D7216C39,7,20,8,11,,
’„GA34B294D46F2639CF7D5F9A747EBCBAC,20,20,8,18,,
’„GB680C4C3F288C81595ED1FADCD5D978C,7,17,7,17,7.0,19.0
‘•P25F89BDDEF5344C308A9692A530FDAD8,17,21,17,21,,
’„GE55FC751DFD5CA36F498280C03786A24,9,20,10,17,,
’„G09B188162D8C57BE421249D2D54C2A36,8,19,7,17,7.0,17.0
’„GC9757C4C4EEC5EDAB9B87853C0AB8792,8,17,7,17,7.0,17.0
’„G9F2059C76F3A0D6A6AF0C9229283D1B2,8,15,13,15,,
’„GF0FAC7901D0831259473908E421E7D2E,6,17,7,17,8.0,18.0
’„GCFA0F60281721CFA769860491B987480,7,18,7,16,7.0,8.0
’„G2105BD255A30BFABD5227581539CF40C,6,7,7,17,7.0,18.0
’„G191E038987EEE1DEAB0266B869E1BEAC,7,18,7,18,18.0,19.0
’„GC9DC89E0589A45B939AA6146E5D4E012,9,15,11,18,8.0,21.0
’„GA4BE18447D8E83611FE19A86E58D0CBC,8,17,8,17,8.0,18.0
’„G094AB8EA43C210114975AA4F1EE06836,9,20,10,17,12.0,14.0
